event_id,event_type,event_timestamp,user_id,session_id,product_id,price
709a2820-904f-42e0-94d5-2f6b04500bed,add_to_cart,2024-07-23T21:27:41,6d311820-7629-43d2-bc91-90a958eefc72,0ffb5da2-8589-4980-804f-bbc9542b082e,1047,290.57
a2ca3f48-fee4-4316-ac1d-c0287687cb0a,purchase,2023-09-24T06:10:56,70ad6c89-a60f-4aa7-bd00-0200f5aa3203,67cf36c3-442b-4e26-ad68-832e0aab611a,1063,468.73
ecc1c842-389d-441d-8442-1e74dbccffba,checkout,2024-12-19T00:08:12,8d80e473-ff14-4af9-b3aa-af92ea337075,04b0fb84-9fd6-424e-bdbf-edea441fad40,1084,144.95
ab93846c-0b60-48d2-88ac-da4a4c0dfbad,purchase,2023-12-07T02:09:58,ae4076d4-e608-404d-a73b-d78dbc204f8f,1b64cddb-7ee9-452d-9df8-92a9b7495b7b,1039,213.21
2004b9d0-8963-426b-8509-13f4d0910d23,add_to_cart,2025-10-28T07:45:10,6dcaa1a1-7d19-476e-8afc-b790ae27c901,5d001a3c-bcaa-463c-b529-6fdbb0990834,1083,348.64
f650cc83-9d81-4a1f-a751-436d3af3d1b6,checkout,2023-04-26T10:22:55,a1e3ed55-70da-4290-a5c1-82be4b4365e2,e2742c09-e413-4500-a607-d9c6c4288a76,1042,477.13
4f9cd9b4-51f5-4fa5-9021-ed96fdf1b482,add_to_cart,2025-08-29T03:18:11,8a7161ba-97a7-408d-a5fa-51a9d0ebaf0a,6c54b6b5-34b6-4800-8a33-dd52a7e4e6eb,1045,290.74
7a5fa338-d7e4-4f8e-af8f-179cce7133da,checkout,2024-09-17T02:19:41,d5576fcd-fe70-4931-9117-db2b77bcea19,e346dd15-53d6-4bec-8d1f-20949be52a7d,1076,389.94
953043cc-6315-4db3-8552-cb8e52aff2d0,purchase,2024-09-27T05:59:59,dea02262-32c5-4911-8178-0e784c21ed12,dc5e9a31-bc11-4d92-ade9-ff6634acb0eb,1071,124.08
e7887c12-ef45-4d42-a4bc-4944b4ed1a43,checkout,2024-12-21T18:41:21,af5257a9-86fa-4e5c-a318-dae66a4b3fc0,a28caf34-07fc-4336-9f1a-6eb85fdc769a,1029,270.2
9e3587c1-dfbd-40a9-ad54-f108ca813dd3,page_view,2024-04-19T17:59:29,41dc7eed-2a3c-4637-a377-5c16be207873,28849d27-fbf6-4daa-ad60-a42b4aa2aea0,1021,120.85
63f4c6c6-7724-4ab1-8eb9-b2165fad1db0,checkout,2026-01-27T16:50:24,88fa8269-90a7-4f63-99e4-e32078d04e4a,fffe4a02-6bef-4a2f-8440-4b23457b4af1,1035,257.81
b0b2e2a0-2985-4e58-bec9-bb1eb9b262de,page_view,2025-07-23T17:40:15,85fa5ac9-ce33-4c3f-b13c-60b521cc3537,a6696db8-158e-40c5-b7b3-d5a1ad6eb2e2,1059,73.55
55b19ec4-5e48-4421-9405-5dbbf844c36c,checkout,2023-11-24T18:05:47,28087a42-ac96-4feb-b9dd-75cfce27cff8,aadcf4b7-2e05-42d9-886a-3e5f3e882f7d,1071,99.19
ccb8f9b4-b61b-423f-8752-f1ae785f2edd,purchase,2023-08-18T20:15:23,cd8c09d6-ff7d-40e6-b56c-ee84de0d7a3a,a81527bc-67de-4f01-a3ac-1c1399535940,1054,81.47
e24e4c78-2c53-4d4f-aedf-57a6ab761a85,purchase,2025-04-04T05:29:19,dcc78a62-2fa1-40c8-b798-c226399f71dc,08a572f2-5633-40d9-9c9a-15f1b430b7a1,1072,493.61
839b2658-3b16-47b2-81e1-7476ec2741d3,page_view,2023-10-19T09:07:33,1d4ade3f-453a-47a7-a7ab-ae3657cc571f,0bdc9ab3-1b5f-4c5e-be8e-4bb5ab8bccf9,1003,162.74
b2a38f9c-086a-40ae-b681-d35fef05f17e,purchase,2023-05-20T20:08:15,dd48c2a7-3db1-4ed0-8fd2-9056520cdf29,ada0dee5-7181-4306-9f22-c0d195064a2e,1099,32.04
0242aed9-54a0-455c-877c-5f01e1822955,add_to_cart,2024-11-12T13:12:19,6d52ab3b-bb07-4754-81c6-ceee30c780b0,e46280b8-9641-42e4-bfdb-e9253e3ca12b,1058,263.89
2059c741-8988-44ae-9ecb-01cf831545a7,page_view,2023-11-26T11:32:27,e2aa7653-4b58-4594-a1a5-c00e56ec98de,93e07835-3da1-4e6d-8132-af0f6ae45bd5,1085,108.22
f7d38951-4f95-4dcd-95a5-8ae88a9c13a4,page_view,2023-06-14T02:59:29,500915c6-07a5-469b-90dd-784cfbbbee2d,2dfadab4-77ac-49e1-9d4a-ea76857a3ff1,1061,243.1
b1f03333-9b10-424a-b254-4b03caa2a593,page_view,2023-04-07T16:00:42,72c7f0d1-3043-4397-9390-94a55ad80377,56727bda-ae00-4bca-b886-488b7b1c2a4d,1011,289.97
240bdfce-8298-47b2-995b-20f8b84cc39a,add_to_cart,2025-08-26T09:17:42,a910432c-96ec-417e-bcb2-0725c7ae9818,aa957fb4-9fdd-4192-b5ae-4ec06ece941e,1027,113.86
c5f7d352-85dc-4b19-b360-7d3ae3d560f3,checkout,2024-03-16T12:56:38,a0f4b36e-8ff5-48aa-bec9-3589435b9abf,aa99b2fc-658d-4e2d-bdee-85ae76204410,1071,147.03
0c774f64-1a44-4399-8a65-b6c32194d64e,checkout,2023-09-11T04:09:29,c0107ec5-52d9-4202-bb06-6031f86f9661,1f024c70-c80c-4d27-915c-bf42c9ef539b,1044,431.85
4f55b63f-c7b4-4e84-9d0b-8aae1cfcb1fa,page_view,2023-07-21T03:16:40,19c0e6ab-aad4-4a38-8e50-a37f74311b8c,179e488a-a85d-462b-9122-170280b643b9,1057,184.73
8e9f7343-1ab1-43e1-adec-ede45613ae7d,purchase,2025-08-02T13:54:43,e04c84b7-c830-4125-a9f0-05f44df9b606,62580326-b783-4d72-89ba-a0a3efd04651,1054,187.8
8a52a888-0c9e-4d5f-8d99-6f623447fc3d,purchase,2025-10-07T09:23:25,b84220c5-f3ff-404c-a043-6bd47591a4d0,ae14c8a4-5c54-4a81-ac99-6909ef9c74cb,1061,95.34
78afe5b2-e098-4a9a-b51f-5083356ab99f,purchase,2025-05-01T03:02:33,b6e42ef0-7f4e-484d-b51a-0434b91433b7,456dff2a-9379-4812-9cbf-a2155902d208,1092,351.31
569f59ea-c898-4463-9a32-4333ea4b7fc9,add_to_cart,2024-08-17T22:08:38,559577db-5a98-42d2-9492-83245512cbba,f00bd7d2-8ccf-4080-932e-33f0ae841b28,1028,444.46
d5a2b76d-56e4-4b3a-a54a-fd1896a539b9,purchase,2026-02-04T22:37:05,12f288e6-4c1c-41f3-a4dc-b6c986cda536,0f85aa7d-cc3e-4e54-9623-d555283d7749,1030,296.23
6865ee80-1bca-4ddf-a906-aadc6bef1cdd,purchase,2025-04-19T03:12:13,a3eaa7f5-97e3-4f37-b823-b8965c282043,15a7992d-1eac-4847-b4cb-0eca899b8a7d,1013,113.8
e1296e7e-a556-461f-bc8d-ecb26d59a56a,checkout,2025-11-10T12:06:05,aa41af9c-24b6-4c32-b5e8-26c746b1cc38,42e91704-91b5-4b2b-a86f-3e9a9cf66729,1048,293.28
68fa40bf-2d1b-41e8-9e6d-d61e7c02afc9,page_view,2023-11-15T05:36:20,7ba854fa-9da4-44fd-a4fe-724884fed331,ef5aa9bf-6527-49cf-9274-1e851fcadf2b,1053,237.82
0312b54e-7cd0-46d1-aa0e-39a043c55540,checkout,2023-02-23T18:11:21,b4ff4461-693d-4210-8269-298d3a5ed9cf,e33bf4ba-e16a-4fcc-934b-d0ba7649f229,1027,395.33
0ea1ab39-2f8f-4d7d-8a22-6941e3b27877,purchase,2023-11-07T16:49:54,555deee0-2794-40ac-91f3-11c9c676fd38,6c2476ea-898c-4045-b0af-434565d278f2,1075,138.59
53a1ddd3-a4f4-4e69-b0aa-8208d7ca8c32,checkout,2023-08-25T06:31:48,fab92cbd-c546-43e9-b880-5971aa7d220b,da0cc187-e011-43fc-8b9b-dd2f41ef1a44,1060,86.13
95ec90bb-e680-4e2b-a5e3-0011cd03b8e0,page_view,2024-12-01T07:20:44,a1c83914-7370-4d31-8683-df4372760727,913f0528-749c-4ded-9a5e-0eab4a1dc8a7,1007,292.08
05949015-e5d7-44c7-a36c-288a1a0ac5db,purchase,2024-03-01T13:56:36,adee38b3-03d4-4663-8694-e015e8ed48f8,e2f023f5-6f85-4c1b-851b-05d77b890436,1046,37.98
e005f8c4-21ea-4dc1-bb8e-92556562a823,purchase,2025-06-14T04:01:15,f562c1ee-2ce0-4322-a44e-cd1bed1e05d2,856dc409-379a-4b32-97fe-ec8746284ea0,1040,155.47
2684d847-5c5d-447e-9c90-d5bd1f28d07a,checkout,2024-02-01T05:44:48,7a7c9c38-f32f-462f-9b97-13d1cb56170d,60532130-707c-46a6-83b5-c6878d65a3da,1096,47.81
d13f4a3a-e715-4402-886b-fe59e19900f8,page_view,2023-10-27T21:34:31,5df23312-7d27-4647-8ebc-eeca2bc12855,d428467d-62c2-45ad-b472-6ba9e149e01e,1067,258.1
ed3f1b99-a656-4cd7-85f4-a0fd70b74e13,purchase,2024-10-30T18:42:04,6a32e703-6d26-44ad-8533-47de2c3914a7,4588649c-398d-447c-99a6-3eecfb78767d,1043,393.64
0dd94306-360b-4918-b75d-81865b3f366b,add_to_cart,2024-05-03T17:22:24,0c38b87c-0734-441e-ad86-5b6041121c9e,6f314b97-2801-4754-bdd5-9bc559f9e2fa,1070,372.44
7de7a825-7755-4d51-adf9-f65da8a2b022,page_view,2025-01-02T00:46:03,ae20fb6a-da5a-481d-b6a1-abcf66c2f6c0,7282fca5-ceca-47bb-a1f7-016ca48076b7,1046,393.06
3573a3c7-b846-49c4-ae59-aebfada238bb,purchase,2024-02-02T07:14:56,8ebf413d-91d5-459a-ab05-8094cd20c0ec,44b4d0e6-0efb-4403-949d-d31fa134b6c2,1063,417.74
488a22e6-3c21-466e-b1aa-8ca52055938e,checkout,2023-05-30T19:29:25,bea0c393-64e1-4b0e-af72-6102696bbd19,ade21114-41d9-42af-89b8-5206af55fffb,1100,13.53
b3e0d9cb-c16b-4a48-959b-407e88d0e52b,add_to_cart,2023-08-30T09:54:14,6944e545-aec9-4885-8efd-ee29266607ee,09d2145c-aa3a-4de6-9974-74eb68bfda95,1062,430.0
773271f3-d2b3-4367-a854-c08381dfda12,add_to_cart,2025-03-05T05:43:51,66e2e979-76dd-4d2c-a1ea-5a00eef22d47,35f0dd50-0778-44de-9aec-d557e721b562,1026,273.64
34206264-57b7-4fbd-854a-c21074e484a1,checkout,2026-01-06T00:08:51,816c1b4a-a3a3-4a17-adc4-9e107f2571ad,630d240d-7efc-4360-97f8-901d206346eb,1077,164.83
e67f7c6d-1b6b-452c-98c8-cb724767ce8e,page_view,2023-11-03T02:33:39,a22694a0-ef97-4829-9f58-01eedc6606ff,e53990db-0075-4e63-8645-7d9523a1f6d3,1084,318.75
d39affb2-dac7-40ed-a472-c9143c40ca21,purchase,2025-11-08T06:33:14,edbe8b9a-3f5b-4457-a662-4b4fe3a65f02,078db670-3d2d-47bd-ba2c-c823c88e469e,1063,134.28
7fbcd156-610a-48af-a083-ede5a52d766e,page_view,2025-07-24T08:10:05,7c87ccb4-af37-497c-9102-cdcd58550679,ce0e33a0-3308-4dc4-8186-1def5e213c6d,1002,306.76
ea1e5467-6f00-49dd-992d-045ec8c173c5,purchase,2023-10-13T15:23:02,1aa7def6-c5b6-44bb-b8cd-4475a1af5cd0,f8d10d8a-b3c7-44a1-b42c-236e282aa84b,1022,28.91
a7a0a86d-28fa-4980-9bf8-7f755a26c667,add_to_cart,2024-10-15T20:02:14,60582220-090f-4a52-a55c-1a32546abc03,34a84700-58f6-4c84-9033-c6ee3479ca03,1088,498.51
dcfe5de1-a6b7-4035-a568-93bfbed39cec,add_to_cart,2025-05-06T22:26:13,ecfc2696-af25-467c-a4e5-997048923837,e93440e7-bbd3-4e32-a079-5642ebb5b7ce,1057,430.63
29586b75-c6cc-47e7-afa3-f1c030e4dc9b,checkout,2023-12-26T10:48:40,6b62e381-60d7-49a5-b17d-9802157131b4,2ca6bd69-2b4a-4568-a80d-4516de4cd134,1035,346.93
09093a3a-5889-4859-a8ae-4a05670af271,add_to_cart,2025-09-01T23:23:22,7970b7da-a30f-461a-85dc-70d97d4910bc,44e7818a-34af-4c91-93fd-bab0820c3fbb,1065,15.14
2ebcb917-8f4e-4e7f-8f81-0822da08b0ea,checkout,2023-03-12T05:34:26,7bbe0e4a-13ee-428c-a2c4-b6f3309baf1b,919d31e9-01fa-4920-85dd-79017158f3da,1031,364.45
a4d627dd-7c6c-4fa0-9675-b48d73e6a0a1,add_to_cart,2025-06-16T05:40:31,72c555ed-bcdc-428f-895d-1ef808fec449,87c9c81d-9323-4a78-9cfa-0dd9a72805f5,1036,75.54
1b84b00b-9070-4e89-b954-5d85085f1319,checkout,2025-02-06T22:10:47,3fca783c-20aa-4cce-ae17-f08b0922dc15,9af8b6c3-91a2-4c0b-82c0-6a9db0f785af,1080,465.33
32b58af1-e7ef-49e7-841b-50c7d9703ecc,purchase,2024-06-12T09:40:32,0a08b097-e6f6-4f0e-ac9c-23da488f8995,18f4e807-27e6-45cf-8823-e4696773b62f,1076,201.69
dbc7ac04-6ff1-4807-95fc-cdbedfc45f87,add_to_cart,2025-12-15T16:08:10,79a2aa43-97e2-4c3f-badb-f33396bc7ae4,f22c3a57-ae58-4e47-b6c0-c5126f1de0e9,1063,324.86
9bd58511-6125-41e3-8dd6-e41f0a7fa9cd,purchase,2025-07-25T07:57:30,18dbab77-6689-47d8-a173-ba382e0408c1,e6e29467-8fb7-4a6c-9d49-4d9410cd8a75,1075,277.97
60b1d99a-4a7a-4cef-98dd-ebada3cf986f,checkout,2025-12-17T17:39:18,ee9c436a-2963-459c-b8a2-bf7e8c261585,ac3ab7f6-111a-4eb6-b9d2-560f289d57b2,1053,493.46
ddeb2935-c3b9-48aa-9ca7-b972a9ecf915,purchase,2024-01-23T20:09:39,6dbec261-674e-470d-a305-fc0f5e869ed4,61c1e84c-55c8-458f-ad19-5b9e6313964d,1071,82.76
aa8b7c54-9f30-47a1-a9fc-61a60a2b685f,purchase,2025-01-08T18:02:47,5b5364b8-ad32-48e5-a711-8e3d9d3bf6a6,30ecc0de-d698-4d38-915e-315211d08556,1051,14.72
8ff72db3-7925-47d1-ad28-5d32654da5eb,purchase,2025-06-06T11:49:33,09b6621c-f3bf-4eee-8c5d-42b45c3c1ba9,a4bccfdb-6fa5-4313-9240-b4366700eb7c,1060,115.22
5ac3035b-bf3c-4690-9cb8-479f17884214,purchase,2025-05-11T08:10:25,3f5864a8-91a7-4138-aac1-b9c205ec7f1b,82e007c4-d510-400f-b6f3-eed8e725fb41,1038,57.12
b1a92b00-dfb9-4e9a-8bf2-57ea16a542a0,add_to_cart,2023-07-08T19:30:21,4e9cd96f-efc5-47f1-86e7-201325641a87,a3937d3a-8de2-42d3-9b40-029f0b86bc5f,1052,462.65
597b1e86-fbb5-4093-b301-ec5363b41d00,add_to_cart,2025-03-12T22:49:06,d9bd62c1-35c7-4ed0-adf5-3c69e36c0bd7,e2823169-f30c-4135-852f-413651668644,1072,62.34
e7b513d3-89e9-4518-86b5-29293bbb5da4,add_to_cart,2024-12-30T15:37:31,b15b333b-6267-458b-8dcf-071efac6a678,d75d00e2-d691-44ab-80d9-073d4a3178b6,1068,132.85
3f26024d-db4c-4e46-b5c4-80016dd70176,add_to_cart,2023-10-05T05:04:06,59979dcd-f5d1-4c9e-b564-64ebed7ff588,3ab7ce9a-9331-413d-95be-17d27c467cc1,1005,100.73
3df2b157-3aad-4709-b11f-e40b1a7aa78e,add_to_cart,2024-10-15T23:40:30,28fdaeed-a78d-48a0-84ca-4a07033866df,bf109c57-597c-4d35-ad3f-c32796cb165b,1051,421.59
b05d4b5f-d2b6-49fc-af62-0779ff01aa6d,checkout,2024-04-25T22:22:44,78be7a33-9742-4b0b-b2c5-3d70d9b71e62,27f7b1d8-466d-4328-9a87-5c034febb111,1049,451.43
7aefd074-9c51-4577-9710-fa04a6c158da,page_view,2024-08-07T22:37:52,7a153b84-29d7-4e69-9764-117e576e8742,cd931af9-a73b-4cb6-818c-d3301d1dc452,1068,106.66
4bc6122f-c9af-4483-ba71-35487ae8d07e,add_to_cart,2025-02-26T15:47:37,d80f357e-9e26-4216-b134-97fa0c95c879,65d755ed-e909-478e-9b4d-de1bc734df7c,1012,210.85
586aa7fc-bb2a-4880-9758-d14c20f2f8cf,add_to_cart,2025-05-19T16:14:21,00fc06b0-1a0d-4d84-993c-ab183b9332a1,f529f064-9138-4b95-9e3a-1ce9d66b684d,1056,279.31
5f7241fb-3340-4740-befa-5bb120dd81fc,checkout,2026-01-21T14:01:44,17c2ef84-5e2d-486f-8ed0-7d1080f7242c,f3b2055f-3f91-4f42-86e0-6689ecb61789,1098,402.72
05186a9e-3147-447e-89d2-61d24bef91fb,page_view,2023-04-17T06:11:00,62e5892e-b0a7-4333-9858-61b9f2271dd0,ca68aca6-41de-4021-aa6a-aee5dcfc08ce,1019,229.71
